06100026 00000126 ['399', '118', '728', '392']
06100050 00000046 ['400', '501', '477', '580']
06100050 00000077 ['490', '867', '576', '944']
06100050 00000081 ['606', '859', '695', '946']
06100050 00000060 ['311', '791', '389', '879']
06100050 00000049 ['613', '124', '653', '160']
06100050 00000061 ['460', '936', '550', '1008']
06100050 00000015 ['271', '151', '322', '223']
06100050 00000071 ['360', '470', '430', '558']
06100050 00000091 ['511', '917', '549', '1002']
06100050 00000079 ['90', '1078', '153', '1129']
06100050 00000060 ['216', '529', '287', '593']
06100050 00000077 ['232', '358', '292', '422']
06100050 00000085 ['100', '787', '167', '866']
06100050 00000061 ['564', '1022', '646', '1106']
06100050 00000082 ['153', '348', '204', '461']
06100050 00000084 ['286', '397', '379', '485']
06100050 00000070 ['295', '485', '357', '569']
06100050 00000032 ['654', '746', '790', '902']
06100050 00000058 ['244', '702', '276', '748']
06100050 00000049 ['369', '125', '419', '172']
06100050 00000071 ['631', '970', '685', '1048']
06100050 00000041 ['333', '621', '405', '667']
06100050 00000040 ['724', '673', '763', '719']
06100050 00000080 ['545', '261', '613', '324']
06100050 00000053 ['513', '96', '615', '211']
06100050 00000076 ['580', '307', '635', '366']
06100050 00000004 ['803', '832', '858', '906']
06100050 00000005 ['503', '124', '565', '190']
06100050 00000004 ['673', '691', '726', '750']
06100050 00000054 ['617', '899', '735', '1047']
06100050 00000081 ['83', '586', '154', '654']
06100050 00000035 ['71', '919', '154', '1072']
06100050 00000050 ['182', '133', '263', '236']
06100050 00000032 ['109', '150', '188', '237']
06100050 00000013 ['507', '266', '560', '341']
06100050 00000006 ['780', '357', '814', '399']
06100050 00000004 ['292', '916', '339', '965']
06100050 00000079 ['98', '356', '143', '430']
06100050 00000093 ['531', '219', '588', '307']
06100050 00000076 ['730', '371', '769', '452']
06100050 00000059 ['704', '517', '774', '604']
06100050 00000009 ['479', '715', '526', '770']
06100050 00000005 ['290', '547', '382', '619']
06100050 00000006 ['145', '868', '199', '940']
06100050 00000022 ['135', '735', '237', '803']
06100050 00000046 ['247', '787', '329', '883']
06100050 00000087 ['496', '351', '535', '417']
06100050 00000054 ['141', '616', '263', '718']
06100050 00000035 ['314', '220', '394', '322']
06100050 00000017 ['644', '281', '724', '365']
06100050 00000013 ['389', '624', '466', '720']
06100050 00000013 ['94', '509', '155', '581']
06100050 00000046 ['515', '490', '597', '552']
06100050 00000032 ['513', '1013', '592', '1087']
06100050 00000083 ['231', '567', '293', '656']
06100050 00000078 ['682', '508', '766', '592']
06100050 00000032 ['225', '445', '339', '613']
06100050 00000059 ['301', '176', '364', '234']
06100050 00000087 ['97', '256', '147', '356']
06100050 00000021 ['322', '321', '433', '395']
06100050 00000071 ['116', '1089', '153', '1138']
06100050 00000022 ['268', '114', '373', '272']
06100050 00000004 ['539', '402', '604', '467']
06100050 00000006 ['409', '843', '477', '909']
06100050 00000009 ['241', '730', '325', '806']
06100050 00000069 ['587', '1054', '670', '1150']
06100050 00000076 ['431', '243', '515', '325']
06100050 00000056 ['608', '866', '665', '945']
06100050 00000075 ['481', '500', '551', '558']
06100050 00000062 ['540', '783', '600', '802']
06100050 00000049 ['299', '512', '346', '558']
06100050 00000009 ['148', '662', '197', '713']
06100050 00000091 ['365', '864', '429', '959']
06100050 00000087 ['338', '586', '428', '707']
06100050 00000080 ['431', '347', '470', '433']
06100050 00000056 ['586', '778', '651', '850']
06100050 00000009 ['584', '343', '663', '395']
06100050 00000074 ['416', '1077', '480', '1141']
06100050 00000041 ['469', '501', '524', '579']
06100050 00000054 ['312', '675', '384', '825']
06100050 00000036 ['533', '536', '606', '627']
06100050 00000087 ['228', '577', '279', '668']
06100050 00000065 ['248', '646', '328', '727']
06100050 00000087 ['618', '345', '684', '412']
06100050 00000071 ['630', '1078', '691', '1146']
06100050 00000004 ['398', '428', '461', '494']
06100050 00000054 ['163', '281', '247', '438']
06100050 00000006 ['670', '968', '735', '1049']
06100050 00000085 ['370', '337', '419', '414']
06100050 00000071 ['361', '586', '424', '654']
06100050 00000073 ['353', '969', '426', '1043']
06100050 00000069 ['206', '805', '251', '883']
06100050 00000088 ['429', '842', '512', '903']
06100050 00000087 ['93', '453', '153', '555']
06100050 00000022 ['370', '409', '505', '522']
06100050 00000079 ['96', '876', '148', '954']
06100050 00000086 ['692', '1054', '758', '1123']
06100050 00000033 ['308', '756', '402', '830']
06100050 00000070 ['155', '259', '241', '329']
06100050 00000086 ['425', '678', '482', '721']
06100050 00000084 ['187', '543', '222', '615']
06100050 00000053 ['177', '728', '281', '838']
06100050 00000006 ['135', '724', '191', '792']
06100050 00000087 ['483', '436', '553', '507']
06100050 00000049 ['610', '564', '671', '616']
06100050 00000072 ['681', '447', '759', '504']
06100050 00000040 ['627', '288', '669', '333']
06100050 00000065 ['368', '415', '437', '494']
06100050 00000021 ['201', '321', '261', '396']
06100050 00000084 ['579', '998', '642', '1051']
06100050 00000047 ['337', '805', '414', '913']
06100050 00000091 ['640', '645', '686', '731']
06100050 00000017 ['541', '367', '616', '443']
06100050 00000086 ['431', '735', '472', '794']
06100050 00000073 ['213', '255', '266', '319']
06100050 00000073 ['497', '368', '547', '435']
06100050 00000040 ['809', '388', '841', '422']
06100050 00000086 ['687', '796', '759', '845']
06100050 00000058 ['338', '246', '384', '288']
06100050 00000090 ['414', '266', '488', '347']
06100050 00000079 ['620', '850', '686', '926']
06100050 00000043 ['300', '938', '389', '1024']
06100050 00000061 ['691', '1050', '743', '1110']
06100050 00000082 ['556', '519', '610', '632']
06100050 00000091 ['493', '827', '562', '898']
06100050 00000070 ['294', '928', '368', '1002']
06100050 00000004 ['805', '573', '872', '639']
06100050 00000085 ['646', '765', '681', '825']
06100050 00000040 ['445', '497', '469', '524']
06100050 00000081 ['216', '247', '282', '302']
06100050 00000022 ['510', '905', '617', '1043']
06100050 00000015 ['9', '729', '97', '825']
06100050 00000036 ['756', '201', '825', '294']
06100050 00000049 ['527', '638', '597', '678']
06100050 00000058 ['217', '359', '285', '433']
06100050 00000048 ['530', '92', '620', '168']
06100050 00000013 ['514', '784', '553', '839']
06100050 00000021 ['7', '704', '105', '789']
06100050 00000053 ['344', '1033', '454', '1130']
06100050 00000079 ['485', '399', '550', '450']
06100050 00000076 ['304', '242', '366', '317']
06100050 00000076 ['155', '1047', '239', '1120']
06100050 00000056 ['430', '590', '518', '749']
06100050 00000022 ['259', '964', '365', '1045']
06100050 00000075 ['474', '1042', '553', '1131']
06100050 00000009 ['476', '820', '537', '880']
06100050 00000074 ['566', '1058', '612', '1141']
06100050 00000059 ['481', '1042', '544', '1106']
06100050 00000088 ['158', '936', '248', '1056']
06100050 00000061 ['262', '1033', '325', '1103']
06100050 00000093 ['524', '607', '582', '669']
06100050 00000058 ['129', '398', '199', '485']
06100050 00000077 ['108', '1044', '181', '1141']
06100050 00000073 ['359', '775', '417', '844']
06100050 00000093 ['257', '795', '320', '897']
06100050 00000060 ['107', '562', '176', '629']
06100050 00000083 ['108', '378', '162', '453']
06100050 00000059 ['717', '1055', '751', '1099']
06100050 00000073 ['91', '698', '159', '753']
06100050 00000005 ['141', '213', '219', '291']
06100050 00000082 ['567', '643', '603', '713']
06100050 00000059 ['494', '547', '560', '652']
06100050 00000021 ['619', '828', '694', '896']
06100050 00000086 ['545', '559', '614', '623']
06100050 00000084 ['574', '795', '646', '858']
06100050 00000072 ['547', '975', '638', '1057']
06100050 00000090 ['167', '270', '202', '324']
06100050 00000041 ['22', '807', '94', '872']
06100050 00000082 ['686', '833', '762', '888']
06100050 00000021 ['487', '347', '555', '425']
06100050 00000043 ['567', '589', '630', '658']
06100050 00000012 ['520', '406', '591', '461']
06100050 00000050 ['678', '902', '742', '979']
06100050 00000013 ['490', '349', '572', '457']
06100050 00000078 ['174', '1047', '239', '1128']
06100050 00000076 ['175', '610', '232', '686']
06100050 00000061 ['363', '1046', '426', '1122']
06100050 00000061 ['276', '621', '339', '696']
06100050 00000072 ['706', '781', '749', '839']
06100050 00000062 ['440', '852', '491', '940']
06100050 00000043 ['688', '644', '743', '676']
06100050 00000015 ['596', '898', '679', '1013']
06100050 00000085 ['640', '841', '690', '927']
06100050 00000036 ['527', '1081', '609', '1198']
06100050 00000062 ['533', '678', '601', '755']
06100050 00000093 ['368', '346', '473', '445']
06100050 00000021 ['481', '1004', '545', '1051']
06100050 00000036 ['316', '215', '395', '284']
06100050 00000072 ['161', '702', '224', '750']
06100050 00000070 ['572', '541', '616', '605']
06100050 00000080 ['285', '257', '345', '345']
06100050 00000043 ['30', '616', '117', '716']
06100050 00000059 ['499', '178', '548', '256']
06100050 00000017 ['275', '542', '347', '613']
06100050 00000012 ['513', '466', '587', '538']
06100050 00000015 ['375', '213', '445', '309']
06100050 00000085 ['504', '253', '549', '332']
06100050 00000074 ['408', '442', '485', '541']
06100050 00000054 ['442', '1036', '568', '1178']
06100050 00000077 ['76', '261', '163', '341']
06100050 00000050 ['685', '493', '741', '574']
06100050 00000075 ['245', '547', '276', '588']
06100050 00000040 ['723', '472', '762', '529']
06100050 00000040 ['630', '473', '668', '527']
06100050 00000081 ['627', '359', '679', '414']
06100050 00000048 ['540', '435', '617', '541']
06100050 00000043 ['671', '314', '725', '367']
06100050 00000035 ['99', '700', '170', '795']
06100050 00000041 ['239', '342', '291', '416']
06100050 00000033 ['94', '225', '168', '303']
06100050 00000090 ['682', '472', '748', '551']
06100050 00000049 ['528', '420', '581', '493']
06100050 00000087 ['204', '390', '295', '456']
06100050 00000053 ['350', '98', '482', '260']
06100050 00000061 ['701', '456', '774', '536']
06100050 00000071 ['632', '886', '691', '970']
06100050 00000069 ['614', '365', '660', '430']
06100050 00000087 ['96', '951', '149', '1035']
06100050 00000037 ['495', '886', '591', '934']
06100050 00000062 ['440', '380', '533', '459']
06100050 00000009 ['153', '483', '211', '531']
06100050 00000086 ['708', '871', '759', '937']
06100050 00000076 ['299', '1056', '380', '1124']
06100050 00000073 ['235', '410', '274', '464']
06100050 00000059 ['681', '807', '776', '900']
06100050 00000040 ['735', '299', '759', '328']
06100050 00000060 ['418', '967', '492', '1046']
06100050 00000013 ['401', '421', '449', '472']
06100050 00000074 ['164', '557', '210', '642']
06100050 00000060 ['218', '695', '287', '790']
06100050 00000050 ['572', '787', '627', '834']
06100050 00000091 ['639', '1058', '685', '1133']
06100050 00000048 ['550', '673', '643', '799']
06100050 00000009 ['481', '414', '541', '480']
06100050 00000070 ['428', '258', '495', '340']
06100050 00000072 ['688', '960', '750', '1035']
06100050 00000050 ['314', '644', '401', '731']
06100050 00000012 ['620', '582', '687', '660']
06100050 00000035 ['192', '887', '260', '974']
06100050 00000062 ['328', '673', '400', '758']
06100050 00000015 ['368', '848', '437', '904']
06100050 00000079 ['220', '1071', '285', '1127']
06100050 00000009 ['40', '479', '93', '549']
06100050 00000053 ['516', '218', '618', '366']
06100050 00000037 ['496', '229', '588', '319']
06100050 00000083 ['624', '633', '695', '718']
06100050 00000004 ['537', '829', '609', '898']
06100050 00000046 ['758', '616', '833', '738']
06100050 00000071 ['104', '927', '164', '978']
06100050 00000017 ['541', '969', '605', '1037']
06100050 00000087 ['229', '257', '281', '296']
06100050 00000047 ['342', '663', '409', '796']
06100050 00000053 ['489', '691', '612', '806']
06100050 00000093 ['537', '921', '576', '1002']
06100050 00000036 ['421', '325', '497', '386']
06100050 00000085 ['374', '521', '425', '582']
06100050 00000049 ['209', '875', '262', '922']
06100050 00000084 ['441', '530', '506', '597']
06100050 00000054 ['116', '88', '261', '250']
06100050 00000071 ['646', '782', '692', '859']
06100050 00000079 ['623', '761', '677', '826']
06100050 00000074 ['540', '359', '607', '448']
06100050 00000037 ['512', '691', '578', '798']
06100050 00000041 ['28', '635', '96', '699']
06100050 00000076 ['437', '772', '507', '826']
06100050 00000077 ['360', '539', '433', '596']
06100050 00000041 ['236', '629', '281', '688']
06100050 00000062 ['131', '562', '198', '634']
06100050 00000021 ['23', '98', '114', '188']
06100050 00000058 ['235', '956', '295', '991']
06100050 00000013 ['3', '262', '57', '304']
06100050 00000012 ['304', '667', '366', '734']
06100050 00000087 ['375', '369', '408', '420']
06100050 00000009 ['368', '275', '420', '309']
06100050 00000081 ['489', '952', '559', '1017']
06100050 00000049 ['212', '596', '273', '657']
06100050 00000015 ['618', '268', '681', '376']
06100050 00000053 ['371', '675', '440', '747']
06100050 00000040 ['241', '398', '279', '455']
06100050 00000082 ['293', '857', '352', '929']
06100050 00000075 ['99', '1049', '162', '1128']
06100050 00000072 ['289', '499', '344', '558']
06100050 00000085 ['90', '1062', '173', '1137']
06100050 00000043 ['575', '423', '632', '481']
06100050 00000049 ['300', '847', '349', '899']
06100050 00000085 ['233', '675', '286', '742']
06100050 00000015 ['44', '628', '90', '705']
06100050 00000078 ['173', '805', '239', '916']
06100050 00000049 ['438', '594', '503', '664']
06100050 00000068 ['240', '267', '301', '344']
06100050 00000060 ['120', '193', '187', '242']
06100050 00000071 ['486', '667', '567', '726']
06100050 00000032 ['355', '126', '424', '201']
06100050 00000067 ['420', '636', '503', '713']
06100050 00000004 ['285', '846', '343', '898']
06100050 00000013 ['213', '307', '248', '358']
06100050 00000037 ['376', '762', '460', '822']
06100050 00000013 ['96', '370', '159', '416']
06100050 00000033 ['652', '306', '769', '424']
06100050 00000073 ['228', '351', '278', '392']
06100050 00000073 ['626', '555', '681', '600']
06100050 00000075 ['99', '744', '151', '827']
06100050 00000067 ['308', '303', '388', '367']
06100050 00000090 ['293', '928', '361', '1038']
06100050 00000077 ['109', '584', '157', '647']
06100050 00000021 ['617', '542', '714', '651']
06100050 00000048 ['422', '892', '505', '1009']
06100050 00000088 ['272', '941', '381', '1046']
06100050 00000048 ['560', '799', '615', '915']
06100050 00000074 ['690', '1072', '754', '1138']
06100050 00000072 ['169', '1094', '215', '1147']
06100050 00000077 ['224', '259', '291', '336']
06100050 00000077 ['495', '980', '570', '1037']
06100050 00000061 ['480', '163', '542', '261']
06100050 00000046 ['143', '831', '195', '876']
06100050 00000072 ['428', '942', '490', '1016']
06100050 00000080 ['406', '560', '484', '656']
06100050 00000015 ['17', '431', '90', '508']
06100050 00000083 ['503', '916', '557', '1028']
06100050 00000033 ['428', '505', '515', '575']
06100050 00000035 ['294', '622', '362', '719']
06100050 00000043 ['684', '424', '763', '489']
06100050 00000069 ['344', '539', '406', '640']
06100050 00000075 ['228', '1070', '281', '1138']
06100050 00000047 ['657', '486', '747', '614']
06100050 00000059 ['293', '546', '372', '614']
06100050 00000046 ['123', '501', '219', '612']
06100050 00000060 ['307', '1040', '383', '1118']
06100050 00000050 ['447', '455', '517', '530']
06100050 00000087 ['353', '736', '412', '809']
06100050 00000006 ['505', '151', '562', '232']
06100050 00000046 ['250', '524', '339', '614']
06100050 00000088 ['423', '653', '513', '734']
06100050 00000058 ['132', '498', '197', '565']
06100050 00000073 ['614', '925', '691', '995']
06100050 00000089 ['618', '360', '691', '427']
06100050 00000032 ['215', '126', '332', '261']
06100050 00000009 ['487', '273', '533', '323']
06100050 00000047 ['520', '1077', '593', '1175']
06100050 00000059 ['293', '244', '363', '329']
06100050 00000015 ['128', '374', '206', '442']
06100050 00000072 ['554', '332', '631', '418']
06100050 00000015 ['370', '679', '433', '744']
06100050 00000084 ['308', '949', '388', '1024']
06100050 00000004 ['285', '428', '343', '484']
06100050 00000015 ['21', '534', '96', '631']
06100050 00000076 ['575', '537', '633', '599']
06100050 00000033 ['308', '959', '395', '1049']
06100050 00000047 ['533', '568', '610', '692']
06100050 00000035 ['518', '456', '601', '535']
06100050 00000070 ['580', '872', '618', '942']
06100050 00000047 ['363', '251', '411', '321']
06100050 00000035 ['301', '522', '367', '606']
06100050 00000082 ['160', '497', '210', '565']
06100050 00000085 ['230', '927', '299', '1001']
06100050 00000061 ['370', '471', '429', '541']
06100050 00000015 ['28', '321', '103', '409']
06100050 00000079 ['631', '535', '680', '614']
06100050 00000069 ['211', '264', '259', '326']
06100050 00000059 ['715', '994', '739', '1047']
06100050 00000012 ['326', '425', '378', '487']
06100050 00000009 ['690', '754', '763', '814']
06100050 00000081 ['94', '477', '161', '558']
06100050 00000062 ['212', '991', '283', '1058']
06100050 00000048 ['265', '103', '345', '169']
06100050 00000004 ['808', '475', '861', '549']
06100050 00000058 ['433', '390', '495', '493']
06100050 00000032 ['657', '605', '757', '747']
06100050 00000072 ['289', '396', '345', '471']
06100050 00000088 ['553', '468', '626', '551']
06100050 00000082 ['691', '519', '744', '583']
06100050 00000093 ['396', '463', '460', '539']
06100050 00000081 ['79', '756', '157', '848']
06100050 00000033 ['303', '840', '392', '946']
06100050 00000036 ['519', '983', '619', '1072']
06100050 00000080 ['164', '916', '230', '965']
06100050 00000065 ['1', '643', '85', '761']
06100050 00000004 ['548', '676', '609', '739']
06100050 00000017 ['43', '125', '118', '214']
06100050 00000035 ['525', '662', '596', '749']
06100050 00000061 ['586', '402', '659', '481']
06100050 00000076 ['437', '1048', '508', '1126']
06100050 00000046 ['514', '566', '571', '642']
06100050 00000062 ['525', '918', '592', '1013']
06100050 00000089 ['346', '1044', '428', '1122']
06100050 00000047 ['654', '1132', '712', '1207']
06100050 00000040 ['724', '608', '769', '662']
06100050 00000082 ['145', '252', '223', '319']
06100050 00000048 ['137', '1095', '228', '1178']
06100050 00000074 ['533', '559', '614', '634']
06100050 00000085 ['493', '876', '576', '950']
06100050 00000036 ['426', '635', '498', '729']
06100050 00000058 ['131', '572', '197', '646']
06100050 00000053 ['342', '769', '447', '875']
06100050 00000041 ['234', '707', '281', '723']
06100050 00000049 ['605', '501', '662', '556']
06100050 00000074 ['151', '1004', '229', '1035']
06100050 00000012 ['207', '670', '272', '728']
06100050 00000084 ['559', '689', '646', '769']
06100050 00000082 ['415', '364', '474', '436']
06100050 00000089 ['605', '792', '700', '874']
06100050 00000062 ['442', '275', '502', '361']
06100050 00000083 ['621', '1033', '694', '1132']
06100050 00000046 ['406', '1029', '483', '1100']
06100050 00000071 ['493', '460', '551', '523']
06100050 00000037 ['375', '335', '467', '427']
06100050 00000017 ['292', '1024', '328', '1067']
06100050 00000021 ['311', '538', '426', '710']
06100050 00000043 ['305', '608', '383', '678']
06100050 00000033 ['518', '442', '639', '617']
06100050 00000049 ['527', '353', '594', '410']
06100050 00000075 ['355', '1053', '423', '1128']
06100050 00000012 ['417', '256', '479', '308']
06100050 00000070 ['555', '820', '632', '849']
06100050 00000077 ['227', '732', '285', '855']
06100050 00000053 ['157', '943', '298', '1120']
06100050 00000067 ['553', '638', '620', '699']
06100050 00000073 ['235', '488', '275', '543']
06100050 00000004 ['533', '225', '615', '292']
06100050 00000062 ['550', '485', '611', '550']
06100050 00000048 ['149', '384', '184', '445']
06100050 00000076 ['298', '654', '369', '737']
06100050 00000059 ['417', '622', '458', '684']
06100050 00000088 ['698', '579', '755', '668']
06100050 00000058 ['331', '924', '389', '986']
06100050 00000078 ['563', '460', '626', '545']
06100050 00000090 ['426', '1073', '501', '1142']
06100050 00000040 ['802', '470', '839', '517']
06100050 00000091 ['632', '938', '686', '1031']
06100050 00000058 ['546', '955', '601', '1019']
06100050 00000013 ['288', '665', '347', '726']
06100050 00000071 ['367', '681', '426', '775']
06100050 00000090 ['681', '266', '740', '360']
06100050 00000080 ['399', '260', '484', '347']
06100050 00000084 ['571', '579', '637', '658']
06100050 00000090 ['163', '669', '207', '757']
06100050 00000049 ['370', '311', '416', '357']
06100050 00000067 ['291', '623', '375', '698']
06100050 00000015 ['251', '628', '334', '722']
06100050 00000086 ['429', '1057', '491', '1127']
06100050 00000059 ['407', '391', '478', '472']
06100050 00000049 ['455', '463', '499', '519']
06100050 00000069 ['360', '455', '380', '519']
06100050 00000005 ['646', '810', '736', '885']
06100050 00000069 ['210', '511', '258', '570']
06100050 00000080 ['698', '376', '737', '438']
06100050 00000040 ['247', '463', '274', '518']
06100050 00000046 ['411', '789', '488', '866']
06100050 00000075 ['229', '612', '275', '666']
06100050 00000050 ['577', '435', '619', '485']
06100050 00000022 ['135', '809', '243', '956']
06100050 00000060 ['214', '464', '287', '529']
06100050 00000009 ['41', '429', '97', '472']
06100050 00000077 ['94', '371', '162', '442']
06100050 00000091 ['97', '683', '174', '787']
06100050 00000076 ['176', '501', '235', '592']
06100050 00000081 ['634', '414', '678', '457']
06100050 00000071 ['229', '1007', '289', '1080']
06100050 00000083 ['101', '487', '161', '604']
06100050 00000079 ['85', '795', '155', '874']
06100050 00000062 ['426', '649', '512', '736']
06100050 00000061 ['375', '969', '447', '1039']
06100050 00000061 ['598', '495', '639', '570']
06100050 00000091 ['231', '384', '298', '486']
06100050 00000065 ['482', '620', '559', '714']
06100050 00000087 ['236', '810', '271', '887']
06100050 00000075 ['484', '848', '551', '913']
06100050 00000022 ['504', '391', '617', '533']
06100050 00000046 ['763', '397', '830', '500']
06100050 00000075 ['616', '368', '668', '445']
06100050 00000053 ['640', '151', '675', '185']
06100050 00000076 ['172', '888', '228', '939']
06100050 00000077 ['361', '614', '457', '662']
06100050 00000009 ['598', '532', '646', '584']
06100050 00000005 ['495', '946', '560', '1037']
06100050 00000091 ['499', '431', '563', '539']
06100050 00000077 ['637', '520', '692', '576']
06100050 00000090 ['163', '910', '219', '1013']
06100050 00000050 ['576', '134', '629', '222']
06100050 00000071 ['512', '541', '538', '595']
06100050 00000032 ['443', '104', '619', '274']
06100050 00000022 ['372', '928', '498', '1047']
06100050 00000035 ['545', '128', '621', '226']
06100050 00000032 ['239', '784', '358', '971']
06100050 00000012 ['310', '574', '382', '657']
06100050 00000022 ['138', '546', '242', '648']
06100050 00000079 ['352', '670', '413', '746']
06100050 00000073 ['627', '628', '680', '703']
06100050 00000073 ['611', '430', '688', '524']
06100050 00000091 ['618', '838', '693', '917']
06100050 00000040 ['800', '569', '845', '625']
06100050 00000006 ['130', '421', '183', '472']
06100050 00000062 ['148', '246', '202', '310']
06100050 00000048 ['410', '1093', '496', '1187']
06100050 00000015 ['24', '947', '79', '970']
06100050 00000067 ['294', '869', '367', '929']
06100050 00000059 ['687', '709', '764', '796']
06100050 00000036 ['733', '1006', '811', '1094']
06100050 00000036 ['740', '758', '808', '808']
06100050 00000077 ['629', '706', '688', '788']
06100050 00000075 ['102', '254', '157', '301']
06100050 00000035 ['87', '590', '173', '684']
06100050 00000021 ['28', '807', '113', '908']
06100050 00000085 ['221', '452', '296', '545']
06100050 00000012 ['529', '317', '580', '406']
06100050 00000062 ['526', '816', '597', '901']
06100050 00000082 ['286', '339', '345', '392']
06100050 00000004 ['534', '487', '606', '583']
06100050 00000090 ['287', '266', '344', '348']
06100050 00000086 ['673', '333', '754', '409']
06100050 00000040 ['804', '423', '841', '470']
06100050 00000021 ['197', '611', '236', '836']
06100050 00000033 ['442', '230', '521', '307']
06100050 00000087 ['226', '937', '281', '997']
06100050 00000006 ['517', '602', '583', '677']
06100050 00000062 ['523', '1022', '593', '1081']
06100050 00000060 ['223', '278', '284', '366']
06100050 00000069 ['203', '1007', '265', '1060']
06100050 00000073 ['507', '977', '551', '1051']
06100050 00000040 ['344', '513', '395', '568']
06100050 00000043 ['307', '400', '378', '478']
06100050 00000090 ['314', '1053', '364', '1141']
06100050 00000071 ['478', '1057', '556', '1145']
06100050 00000091 ['362', '971', '429', '1048']
06100050 00000078 ['281', '370', '365', '464']
06100050 00000021 ['324', '406', '423', '526']
06100050 00000088 ['569', '1066', '605', '1131']
06100050 00000006 ['114', '160', '179', '229']
06100050 00000009 ['255', '272', '314', '355']
06100050 00000071 ['238', '951', '292', '993']
06100050 00000078 ['691', '795', '761', '871']
06100050 00000079 ['350', '254', '421', '327']
06100050 00000046 ['134', '899', '203', '986']
06100050 00000049 ['372', '375', '424', '450']
06100050 00000046 ['639', '869', '697', '937']
06100050 00000004 ['297', '761', '337', '814']
06100050 00000035 ['77', '806', '158', '907']
06100050 00000061 ['724', '282', '753', '336']
06100050 00000090 ['670', '373', '750', '454']
06100050 00000043 ['33', '730', '117', '794']
06100050 00000033 ['516', '140', '641', '329']
06100050 00000049 ['611', '247', '659', '310']
06100050 00000067 ['431', '211', '491', '291']
06100050 00000035 ['411', '454', '492', '538']
06100050 00000035 ['203', '439', '274', '531']
06100050 00000004 ['796', '655', '860', '733']
06100050 00000050 ['304', '1082', '402', '1179']
06100050 00000090 ['153', '1035', '244', '1141']
06100050 00000012 ['209', '334', '276', '414']
06100050 00000015 ['149', '940', '215', '1028']
06100050 00000077 ['235', '1062', '304', '1138']
06100050 00000009 ['365', '734', '416', '805']
06100050 00000033 ['445', '150', '502', '212']
06100050 00000077 ['499', '760', '567', '832']
06100050 00000005 ['488', '325', '570', '391']
06100050 00000073 ['352', '670', '419', '746']
06100050 00000049 ['609', '800', '672', '859']
06100050 00000068 ['154', '936', '205', '1007']
06100050 00000062 ['553', '168', '609', '248']
06100050 00000035 ['651', '1014', '712', '1092']
06100050 00000047 ['344', '553', '434', '646']
06100050 00000080 ['289', '611', '360', '696']
06100050 00000082 ['297', '955', '355', '1050']
06100050 00000079 ['495', '335', '535', '383']
06100050 00000061 ['492', '857', '551', '929']
06100050 00000074 ['561', '865', '607', '913']
06100050 00000005 ['656', '916', '733', '1006']
06100050 00000006 ['145', '798', '202', '858']
06100050 00000059 ['489', '878', '564', '959']
06100050 00000040 ['542', '382', '583', '430']
06100050 00000061 ['271', '254', '355', '391']
06100050 00000056 ['587', '610', '664', '747']
06100050 00000062 ['138', '652', '200', '736']
06100050 00000013 ['508', '597', '563', '651']
06100050 00000012 ['812', '505', '891', '592']
06100050 00000084 ['167', '936', '251', '1052']
06100050 00000077 ['634', '353', '691', '412']
06100050 00000006 ['643', '303', '708', '362']
06100050 00000013 ['5', '569', '66', '628']
06100050 00000086 ['156', '1049', '229', '1130']
06100050 00000037 ['622', '143', '732', '232']
06100050 00000056 ['447', '981', '541', '1083']
06100050 00000085 ['89', '389', '165', '469']
06100050 00000089 ['351', '832', '426', '893']
06100050 00000037 ['528', '587', '557', '675']
06100050 00000037 ['260', '141', '340', '214']
06100050 00000021 ['173', '979', '255', '1044']
06100050 00000076 ['704', '535', '770', '584']
06100050 00000062 ['339', '423', '404', '498']
06100050 00000021 ['318', '725', '398', '812']
06100050 00000091 ['110', '261', '153', '324']
06100050 00000082 ['690', '324', '748', '414']
06100050 00000009 ['580', '714', '645', '752']
06100050 00000017 ['407', '622', '478', '699']
06100050 00000053 ['364', '397', '450', '517']
06100050 00000076 ['723', '469', '757', '522']
06100050 00000069 ['73', '708', '139', '755']
06100050 00000036 ['744', '97', '824', '194']
06100050 00000041 ['583', '429', '635', '499']
06100050 00000012 ['314', '348', '381', '410']
06100050 00000073 ['351', '255', '412', '324']
06100050 00000088 ['431', '589', '476', '639']
06100050 00000006 ['772', '570', '846', '653']
06100050 00000009 ['156', '354', '211', '396']
06100050 00000040 ['630', '548', '667', '601']
06100050 00000021 ['602', '216', '732', '353']
06100050 00000061 ['478', '594', '539', '653']
06100050 00000090 ['283', '461', '358', '559']
06100050 00000080 ['426', '454', '473', '536']
06100050 00000054 ['285', '315', '412', '473']
06100050 00000082 ['304', '418', '331', '479']
06100050 00000009 ['361', '526', '420', '579']
06100050 00000041 ['334', '464', '414', '542']
06100050 00000084 ['567', '252', '629', '302']
06100050 00000091 ['363', '688', '434', '756']
06100050 00000036 ['418', '1080', '522', '1176']
06100050 00000017 ['266', '349', '343', '432']
06100050 00000072 ['563', '864', '620', '946']
06100050 00000041 ['31', '721', '89', '788']
06100050 00000089 ['223', '253', '291', '344']
06100050 00000065 ['248', '334', '314', '411']
06100050 00000004 ['403', '654', '466', '713']
06100050 00000041 ['455', '435', '514', '503']
06100050 00000073 ['229', '922', '283', '992']
06100050 00000087 ['360', '443', '407', '553']
06100050 00000005 ['643', '708', '748', '782']
06100050 00000075 ['85', '933', '165', '1027']
